YEAR,LocationAbbr,LocationDesc,TopicType,TopicDesc,MeasureDesc,DataSource,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Data_Value_Std_Err,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Gender,Race,Age,Education,GeoLocation,TopicTypeId,TopicId,MeasureId,StratificationID1,StratificationID2,StratificationID3,StratificationID4,SubMeasureID,DisplayOrder
2015,AR,Arkansas,Tobacco Use – Survey Data,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,BRFSS,,%,Percentage,57.2,,,3.3,50.8,63.6,599,Overall,All Races,All Ages,All Grades,"(34.74865012400045, -92.27449074299966)",BEH,101BEH,167QUA,1GEN,8AGE,6RAC,6EDU,BRF08,8
2015,AR,Arkansas,Tobacco Use – Survey Data,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,BRFSS,,%,Percentage,56.9,,,4.8,47.4,66.4,234,Male,All Races,All Ages,All Grades,"(34.74865012400045, -92.27449074299966)",BEH,101BEH,167QUA,2GEN,8AGE,6RAC,6EDU,BRF09,9
2015,AR,Arkansas,Tobacco Use – Survey Data,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,BRFSS,,%,Percentage,57.5,,,4.4,48.9,66.1,365,Female,All Races,All Ages,All Grades,"(34.74865012400045, -92.27449074299966)",BEH,101BEH,167QUA,3GEN,8AGE,6RAC,6EDU,BRF10,10
2015,AR,Arkansas,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Every Day,%,Percentage,70.1,,,2.6,64.9,75.3,846,Overall,All Races,All Ages,All Grades,"(34.74865012400045, -92.27449074299966)",BEH,100BEH,166SSP,1GEN,8AGE,6RAC,6EDU,BRF25,25
2015,AR,Arkansas,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Every Day,%,Percentage,67.1,,,4.0,59.4,74.8,338,Male,All Races,All Ages,All Grades,"(34.74865012400045, -92.27449074299966)",BEH,100BEH,166SSP,2GEN,8AGE,6RAC,6EDU,BRF25,25
2015,AR,Arkansas,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Every Day,%,Percentage,73.7,,,3.3,67.3,80.1,508,Female,All Races,All Ages,All Grades,"(34.74865012400045, -92.27449074299966)",BEH,100BEH,166SSP,3GEN,8AGE,6RAC,6EDU,BRF25,25
2015,AR,Arkansas,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Some Days,%,Percentage,29.9,,,2.6,24.7,35.1,846,Overall,All Races,All Ages,All Grades,"(34.74865012400045, -92.27449074299966)",BEH,100BEH,166SSP,1GEN,8AGE,6RAC,6EDU,BRF26,26
2015,AR,Arkansas,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Some Days,%,Percentage,32.9,,,4.0,25.2,40.6,338,Male,All Races,All Ages,All Grades,"(34.74865012400045, -92.27449074299966)",BEH,100BEH,166SSP,2GEN,8AGE,6RAC,6EDU,BRF26,26
2015,AR,Arkansas,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Some Days,%,Percentage,26.3,,,3.3,19.9,32.7,508,Female,All Races,All Ages,All Grades,"(34.74865012400045, -92.27449074299966)",BEH,100BEH,166SSP,3GEN,8AGE,6RAC,6EDU,BRF26,26
2015,AR,Arkansas,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,24.9,,,1.2,22.6,27.2,"5,042",Overall,All Races,All Ages,All Grades,"(34.74865012400045, -92.27449074299966)",BEH,100BEH,165SSA,1GEN,8AGE,6RAC,6EDU,BRF27,27
2015,AR,Arkansas,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,27.8,,,1.9,24.1,31.5,"1,848",Male,All Races,All Ages,All Grades,"(34.74865012400045, -92.27449074299966)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF27,27
2015,AR,Arkansas,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,22.1,,,1.4,19.3,24.9,"3,194",Female,All Races,All Ages,All Grades,"(34.74865012400045, -92.27449074299966)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF27,27
2015,AR,Arkansas,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Former,%,Percentage,24.1,,,1.0,22.2,26.0,"5,042",Overall,All Races,All Ages,All Grades,"(34.74865012400045, -92.27449074299966)",BEH,100BEH,165SSA,1GEN,8AGE,6RAC,6EDU,BRF28,28
2015,AR,Arkansas,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Former,%,Percentage,27.9,,,1.6,24.8,31.0,"1,848",Male,All Races,All Ages,All Grades,"(34.74865012400045, -92.27449074299966)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF28,28
2015,AR,Arkansas,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Former,%,Percentage,20.4,,,1.1,18.2,22.6,"3,194",Female,All Races,All Ages,All Grades,"(34.74865012400045, -92.27449074299966)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF28,28
2015,AR,Arkansas,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Never,%,Percentage,51.1,,,1.2,48.7,53.5,"5,042",Overall,All Races,All Ages,All Grades,"(34.74865012400045, -92.27449074299966)",BEH,100BEH,165SSA,1GEN,8AGE,6RAC,6EDU,BRF29,29
2015,AR,Arkansas,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Never,%,Percentage,44.3,,,1.9,40.5,48.1,"1,848",Male,All Races,All Ages,All Grades,"(34.74865012400045, -92.27449074299966)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF29,29
2015,AR,Arkansas,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Never,%,Percentage,57.5,,,1.6,54.5,60.5,"3,194",Female,All Races,All Ages,All Grades,"(34.74865012400045, -92.27449074299966)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF29,29
2015,CA,California,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,11.7,,,0.4,11.0,12.4,"11,368",Overall,All Races,All Ages,All Grades,"(37.63864012300047, -120.99999953799971)",BEH,100BEH,110CSA,1GEN,8AGE,6RAC,6EDU,BRF20,20
2015,CA,California,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,15.2,,,0.6,14.0,16.4,"5,480",Male,All Races,All Ages,All Grades,"(37.63864012300047, -120.99999953799971)",BEH,100BEH,110CSA,2GEN,8AGE,6RAC,6EDU,BRF21,21
2015,CA,California,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,8.3,,,0.4,7.4,9.2,"5,888",Female,All Races,All Ages,All Grades,"(37.63864012300047, -120.99999953799971)",BEH,100BEH,110CSA,3GEN,8AGE,6RAC,6EDU,BRF21,21
2015,CA,California,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,13.3,,,0.6,12.2,14.4,"5,820",Overall,White,All Ages,All Grades,"(37.63864012300047, -120.99999953799971)",BEH,100BEH,110CSA,1GEN,8AGE,5RAC,6EDU,BRF22,22
2015,CA,California,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,14.6,,,1.8,11.1,18.1,512,Overall,African American,All Ages,All Grades,"(37.63864012300047, -120.99999953799971)",BEH,100BEH,110CSA,1GEN,8AGE,1RAC,6EDU,BRF22,22
2015,CA,California,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,10.7,,,0.7,9.4,12.0,"3,420",Overall,Hispanic,All Ages,All Grades,"(37.63864012300047, -120.99999953799971)",BEH,100BEH,110CSA,1GEN,8AGE,4RAC,6EDU,BRF22,22
2015,CA,California,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,6.5,,,1.0,4.6,8.4,"1,001",Overall,Asian/Pacific Islander,All Ages,All Grades,"(37.63864012300047, -120.99999953799971)",BEH,100BEH,110CSA,1GEN,8AGE,3RAC,6EDU,BRF22,22
2015,CA,California,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,20.0,,,5.0,10.3,29.7,92,Overall,American Indian/Alaska Native,All Ages,All Grades,"(37.63864012300047, -120.99999953799971)",BEH,100BEH,110CSA,1GEN,8AGE,2RAC,6EDU,BRF22,22
2015,CA,California,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,10.0,,,1.0,8.1,11.9,"1,141",Overall,All Races,18 to 24 Years,All Grades,"(37.63864012300047, -120.99999953799971)",BEH,100BEH,110CSA,1GEN,1AGE,6RAC,6EDU,BRF23,23
2015,CA,California,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,13.8,,,0.7,12.4,15.2,"3,679",Overall,All Races,25 to 44 Years,All Grades,"(37.63864012300047, -120.99999953799971)",BEH,100BEH,110CSA,1GEN,2AGE,6RAC,6EDU,BRF23,23
2015,CA,California,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,13.0,,,0.7,11.7,14.3,"3,960",Overall,All Races,45 to 64 Years,All Grades,"(37.63864012300047, -120.99999953799971)",BEH,100BEH,110CSA,1GEN,3AGE,6RAC,6EDU,BRF23,23
2015,CA,California,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,6.1,,,0.6,4.8,7.4,"2,588",Overall,All Races,65 Years and Older,All Grades,"(37.63864012300047, -120.99999953799971)",BEH,100BEH,110CSA,1GEN,4AGE,6RAC,6EDU,BRF23,23
2015,CA,California,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,8.1,,,0.6,6.9,9.3,"2,346",Female,All Races,18 to 44 Years,All Grades,"(37.63864012300047, -120.99999953799971)",BEH,100BEH,110CSA,3GEN,5AGE,6RAC,6EDU,BRF45,45
2014,KS,Kansas,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,19.5,,,0.7,18.2,20.8,"5,619",Male,All Races,All Ages,All Grades,"(38.34774030000045, -98.20078122699965)",BEH,100BEH,110CSA,2GEN,8AGE,6RAC,6EDU,BRF21,21
2015,CA,California,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,14.9,,,1.1,12.7,17.1,"1,440",Overall,All Races,Age 20 and Older,< 12th Grade,"(37.63864012300047, -120.99999953799971)",BEH,100BEH,110CSA,1GEN,6AGE,6RAC,3EDU,BRF24,24
2015,CA,California,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,16.9,,,1.0,15.0,18.8,"2,037",Overall,All Races,Age 20 and Older,12th Grade,"(37.63864012300047, -120.99999953799971)",BEH,100BEH,110CSA,1GEN,6AGE,6RAC,4EDU,BRF24,24
2015,CA,California,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,9.4,,,0.4,8.6,10.2,"7,558",Overall,All Races,Age 20 and Older,> 12th Grade,"(37.63864012300047, -120.99999953799971)",BEH,100BEH,110CSA,1GEN,6AGE,6RAC,5EDU,BRF24,24
2015,CA,California,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,14.2,,,1.1,12.0,16.4,"1,391",Overall,All Races,Age 25 and Older,< 12th Grade,"(37.63864012300047, -120.99999953799971)",BEH,100BEH,110CSA,1GEN,7AGE,6RAC,3EDU,BRF24,24
2015,CA,California,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,16.9,,,1.0,14.9,18.9,"1,798",Overall,All Races,Age 25 and Older,12th Grade,"(37.63864012300047, -120.99999953799971)",BEH,100BEH,110CSA,1GEN,7AGE,6RAC,4EDU,BRF24,24
2015,CA,California,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,9.6,,,0.5,8.7,10.5,"7,010",Overall,All Races,Age 25 and Older,> 12th Grade,"(37.63864012300047, -120.99999953799971)",BEH,100BEH,110CSA,1GEN,7AGE,6RAC,5EDU,BRF24,24
2015,CA,California,Tobacco Use – Survey Data,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,BRFSS,,%,Percentage,66.3,,,1.0,64.4,68.2,"4,105",Overall,All Races,All Ages,All Grades,"(37.63864012300047, -120.99999953799971)",BEH,101BEH,169QUP,1GEN,8AGE,6RAC,6EDU,BRF05,5
2015,CA,California,Tobacco Use – Survey Data,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,BRFSS,,%,Percentage,64.2,,,1.3,61.7,66.7,"2,301",Male,All Races,All Ages,All Grades,"(37.63864012300047, -120.99999953799971)",BEH,101BEH,169QUP,2GEN,8AGE,6RAC,6EDU,BRF06,6
2015,CA,California,Tobacco Use – Survey Data,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,BRFSS,,%,Percentage,69.6,,,1.4,66.8,72.4,"1,804",Female,All Races,All Ages,All Grades,"(37.63864012300047, -120.99999953799971)",BEH,101BEH,169QUP,3GEN,8AGE,6RAC,6EDU,BRF07,7
2015,CA,California,Tobacco Use – Survey Data,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,BRFSS,,%,Percentage,52.0,,,2.2,47.7,56.3,804,Overall,All Races,All Ages,All Grades,"(37.63864012300047, -120.99999953799971)",BEH,101BEH,167QUA,1GEN,8AGE,6RAC,6EDU,BRF08,8
2015,CA,California,Tobacco Use – Survey Data,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,BRFSS,,%,Percentage,51.4,,,2.8,46.0,56.8,494,Male,All Races,All Ages,All Grades,"(37.63864012300047, -120.99999953799971)",BEH,101BEH,167QUA,2GEN,8AGE,6RAC,6EDU,BRF09,9
2015,CA,California,Tobacco Use – Survey Data,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,BRFSS,,%,Percentage,53.0,,,3.6,46.0,60.0,310,Female,All Races,All Ages,All Grades,"(37.63864012300047, -120.99999953799971)",BEH,101BEH,167QUA,3GEN,8AGE,6RAC,6EDU,BRF10,10
2015,CA,California,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Every Day,%,Percentage,61.8,,,1.7,58.5,65.1,"1,295",Overall,All Races,All Ages,All Grades,"(37.63864012300047, -120.99999953799971)",BEH,100BEH,166SSP,1GEN,8AGE,6RAC,6EDU,BRF25,25
2015,CA,California,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Every Day,%,Percentage,62.4,,,2.2,58.1,66.7,779,Male,All Races,All Ages,All Grades,"(37.63864012300047, -120.99999953799971)",BEH,100BEH,166SSP,2GEN,8AGE,6RAC,6EDU,BRF25,25
2015,CA,California,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Every Day,%,Percentage,60.8,,,2.7,55.5,66.1,516,Female,All Races,All Ages,All Grades,"(37.63864012300047, -120.99999953799971)",BEH,100BEH,166SSP,3GEN,8AGE,6RAC,6EDU,BRF25,25
2015,CA,California,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Some Days,%,Percentage,38.2,,,1.7,34.9,41.5,"1,295",Overall,All Races,All Ages,All Grades,"(37.63864012300047, -120.99999953799971)",BEH,100BEH,166SSP,1GEN,8AGE,6RAC,6EDU,BRF26,26
2015,CA,California,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Some Days,%,Percentage,37.6,,,2.2,33.3,41.9,779,Male,All Races,All Ages,All Grades,"(37.63864012300047, -120.99999953799971)",BEH,100BEH,166SSP,2GEN,8AGE,6RAC,6EDU,BRF26,26
2015,CA,California,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Some Days,%,Percentage,39.2,,,2.7,33.9,44.5,516,Female,All Races,All Ages,All Grades,"(37.63864012300047, -120.99999953799971)",BEH,100BEH,166SSP,3GEN,8AGE,6RAC,6EDU,BRF26,26
2015,CA,California,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,11.7,,,0.4,11.0,12.4,"11,368",Overall,All Races,All Ages,All Grades,"(37.63864012300047, -120.99999953799971)",BEH,100BEH,165SSA,1GEN,8AGE,6RAC,6EDU,BRF27,27
2015,CA,California,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,15.2,,,0.6,14.0,16.4,"5,480",Male,All Races,All Ages,All Grades,"(37.63864012300047, -120.99999953799971)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF27,27
2015,CA,California,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,8.3,,,0.4,7.4,9.2,"5,888",Female,All Races,All Ages,All Grades,"(37.63864012300047, -120.99999953799971)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF27,27
2015,CA,California,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Former,%,Percentage,23.0,,,0.5,22.0,24.0,"11,368",Overall,All Races,All Ages,All Grades,"(37.63864012300047, -120.99999953799971)",BEH,100BEH,165SSA,1GEN,8AGE,6RAC,6EDU,BRF28,28
2015,CA,California,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Former,%,Percentage,27.2,,,0.8,25.7,28.7,"5,480",Male,All Races,All Ages,All Grades,"(37.63864012300047, -120.99999953799971)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF28,28
2015,CA,California,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Former,%,Percentage,18.9,,,0.6,17.6,20.2,"5,888",Female,All Races,All Ages,All Grades,"(37.63864012300047, -120.99999953799971)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF28,28
2015,CA,California,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Never,%,Percentage,65.3,,,0.6,64.2,66.4,"11,368",Overall,All Races,All Ages,All Grades,"(37.63864012300047, -120.99999953799971)",BEH,100BEH,165SSA,1GEN,8AGE,6RAC,6EDU,BRF29,29
2015,CA,California,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Never,%,Percentage,57.6,,,0.9,55.9,59.3,"5,480",Male,All Races,All Ages,All Grades,"(37.63864012300047, -120.99999953799971)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF29,29
2015,CA,California,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Never,%,Percentage,72.9,,,0.7,71.4,74.4,"5,888",Female,All Races,All Ages,All Grades,"(37.63864012300047, -120.99999953799971)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF29,29
2015,CO,Colorado,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,15.6,,,0.5,14.5,16.7,"12,355",Overall,All Races,All Ages,All Grades,"(38.843840757000464, -106.13361092099967)",BEH,100BEH,110CSA,1GEN,8AGE,6RAC,6EDU,BRF20,20
2015,CO,Colorado,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,17.1,,,0.8,15.5,18.7,"5,452",Male,All Races,All Ages,All Grades,"(38.843840757000464, -106.13361092099967)",BEH,100BEH,110CSA,2GEN,8AGE,6RAC,6EDU,BRF21,21
2015,CO,Colorado,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,14.2,,,0.7,12.8,15.6,"6,903",Female,All Races,All Ages,All Grades,"(38.843840757000464, -106.13361092099967)",BEH,100BEH,110CSA,3GEN,8AGE,6RAC,6EDU,BRF21,21
2015,CO,Colorado,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,15.2,,,0.6,14.0,16.4,"9,394",Overall,White,All Ages,All Grades,"(38.843840757000464, -106.13361092099967)",BEH,100BEH,110CSA,1GEN,8AGE,5RAC,6EDU,BRF22,22
2015,CO,Colorado,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,23.6,,,3.6,16.6,30.6,347,Overall,African American,All Ages,All Grades,"(38.843840757000464, -106.13361092099967)",BEH,100BEH,110CSA,1GEN,8AGE,1RAC,6EDU,BRF22,22
2015,CO,Colorado,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,15.6,,,1.3,13.1,18.1,"1,700",Overall,Hispanic,All Ages,All Grades,"(38.843840757000464, -106.13361092099967)",BEH,100BEH,110CSA,1GEN,8AGE,4RAC,6EDU,BRF22,22
2015,CO,Colorado,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,7.3,,,2.5,2.4,12.2,233,Overall,Asian/Pacific Islander,All Ages,All Grades,"(38.843840757000464, -106.13361092099967)",BEH,100BEH,110CSA,1GEN,8AGE,3RAC,6EDU,BRF22,22
2015,CO,Colorado,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,33.8,,,7.1,20.0,47.6,112,Overall,American Indian/Alaska Native,All Ages,All Grades,"(38.843840757000464, -106.13361092099967)",BEH,100BEH,110CSA,1GEN,8AGE,2RAC,6EDU,BRF22,22
2015,CO,Colorado,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,17.7,,,1.9,13.9,21.5,706,Overall,All Races,18 to 24 Years,All Grades,"(38.843840757000464, -106.13361092099967)",BEH,100BEH,110CSA,1GEN,1AGE,6RAC,6EDU,BRF23,23
2015,CO,Colorado,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,17.2,,,1.0,15.2,19.2,"2,840",Overall,All Races,25 to 44 Years,All Grades,"(38.843840757000464, -106.13361092099967)",BEH,100BEH,110CSA,1GEN,2AGE,6RAC,6EDU,BRF23,23
2015,CO,Colorado,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,17.1,,,0.8,15.5,18.7,"4,858",Overall,All Races,45 to 64 Years,All Grades,"(38.843840757000464, -106.13361092099967)",BEH,100BEH,110CSA,1GEN,3AGE,6RAC,6EDU,BRF23,23
2015,CO,Colorado,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,8.1,,,0.6,6.9,9.3,"3,951",Overall,All Races,65 Years and Older,All Grades,"(38.843840757000464, -106.13361092099967)",BEH,100BEH,110CSA,1GEN,4AGE,6RAC,6EDU,BRF23,23
2015,CO,Colorado,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,15.5,,,1.2,13.1,17.9,"1,839",Female,All Races,18 to 44 Years,All Grades,"(38.843840757000464, -106.13361092099967)",BEH,100BEH,110CSA,3GEN,5AGE,6RAC,6EDU,BRF45,45
2015,CO,Colorado,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,27.4,,,2.5,22.6,32.2,788,Overall,All Races,Age 20 and Older,< 12th Grade,"(38.843840757000464, -106.13361092099967)",BEH,100BEH,110CSA,1GEN,6AGE,6RAC,3EDU,BRF24,24
2015,CO,Colorado,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,21.8,,,1.2,19.4,24.2,"2,734",Overall,All Races,Age 20 and Older,12th Grade,"(38.843840757000464, -106.13361092099967)",BEH,100BEH,110CSA,1GEN,6AGE,6RAC,4EDU,BRF24,24
2015,CO,Colorado,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,12.1,,,0.6,11.0,13.2,"8,592",Overall,All Races,Age 20 and Older,> 12th Grade,"(38.843840757000464, -106.13361092099967)",BEH,100BEH,110CSA,1GEN,6AGE,6RAC,5EDU,BRF24,24
2015,CO,Colorado,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,27.5,,,2.5,22.5,32.5,757,Overall,All Races,Age 25 and Older,< 12th Grade,"(38.843840757000464, -106.13361092099967)",BEH,100BEH,110CSA,1GEN,7AGE,6RAC,3EDU,BRF24,24
2015,CO,Colorado,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,20.6,,,1.2,18.3,22.9,"2,594",Overall,All Races,Age 25 and Older,12th Grade,"(38.843840757000464, -106.13361092099967)",BEH,100BEH,110CSA,1GEN,7AGE,6RAC,4EDU,BRF24,24
2015,CO,Colorado,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,11.9,,,0.6,10.8,13.0,"8,261",Overall,All Races,Age 25 and Older,> 12th Grade,"(38.843840757000464, -106.13361092099967)",BEH,100BEH,110CSA,1GEN,7AGE,6RAC,5EDU,BRF24,24
2015,CO,Colorado,Tobacco Use – Survey Data,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,BRFSS,,%,Percentage,63.0,,,1.1,60.9,65.1,"5,471",Overall,All Races,All Ages,All Grades,"(38.843840757000464, -106.13361092099967)",BEH,101BEH,169QUP,1GEN,8AGE,6RAC,6EDU,BRF05,5
2015,CO,Colorado,Tobacco Use – Survey Data,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,BRFSS,,%,Percentage,64.0,,,1.5,61.1,66.9,"2,707",Male,All Races,All Ages,All Grades,"(38.843840757000464, -106.13361092099967)",BEH,101BEH,169QUP,2GEN,8AGE,6RAC,6EDU,BRF06,6
2015,CO,Colorado,Tobacco Use – Survey Data,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,BRFSS,,%,Percentage,61.8,,,1.5,58.8,64.8,"2,764",Female,All Races,All Ages,All Grades,"(38.843840757000464, -106.13361092099967)",BEH,101BEH,169QUP,3GEN,8AGE,6RAC,6EDU,BRF07,7
2015,CO,Colorado,Tobacco Use – Survey Data,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,BRFSS,,%,Percentage,52.0,,,2.3,47.5,56.5,"1,137",Overall,All Races,All Ages,All Grades,"(38.843840757000464, -106.13361092099967)",BEH,101BEH,167QUA,1GEN,8AGE,6RAC,6EDU,BRF08,8
2015,CO,Colorado,Tobacco Use – Survey Data,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,BRFSS,,%,Percentage,52.8,,,3.2,46.6,59.0,552,Male,All Races,All Ages,All Grades,"(38.843840757000464, -106.13361092099967)",BEH,101BEH,167QUA,2GEN,8AGE,6RAC,6EDU,BRF09,9
2015,CO,Colorado,Tobacco Use – Survey Data,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,BRFSS,,%,Percentage,51.2,,,3.3,44.8,57.6,585,Female,All Races,All Ages,All Grades,"(38.843840757000464, -106.13361092099967)",BEH,101BEH,167QUA,3GEN,8AGE,6RAC,6EDU,BRF10,10
